Sales Document (VBELN);Value in EUR (MV_MONVALUE_CONVERTED);Item (POSNR);Sales Doc. Type (AUART);Item Category (PSTYV);Relev.for Bill. (FKREL);Pur. Ord. Type (BSARK);Country/Reg. (LAND1);Company Code (BUKRS);Sales Area (SALES_AREA);Sales Org. (VKORG);Distr. Channel (VTWEG);Division (SPART);Plant (WERKS);Shipping Point (VSTEL);Location (LGORT);Profit Center (PRCTR);Sold-to Party (KUNNR);Delivery Prior. (LPRIO);AcctAssmtGrpMat (KTGRM);Material Group (MATKL);Material (MATNR);Order Quantity (KWMENG);Batch (CHARG);Procurement (BESKZ);MRP Type (DISMM);ABC Indicator (MAABC);Lot Sizing Procedure (DISLS);Safety Stock (EISBE);GR Proc. Time (WEBAZ);Net Value (NETWR);Doc. Currency (WAERK);Created on (H) (ERDAT_H);Created on (I) (ERDAT_I);Release date (CMFRE);RejectionReason (ABGRU);Delivery Date (EDATU);Mat.Avail.Date (MBDAT);Confirmed Qty (BMENG);Order Quantity (WMENG);Ovrl Deliv. Sts (LFGSA);Deliv. Conf.Sts (BESTA);OvrlDelivBlkSts (LSSTA);Delivery - Item (UVVLK);Delivery (VBELN_DEL);Delivery Item (POSNR_DEL);Delivery created on (ERDAT_DEL);Created By (ERNAM_DEL);User Type (USTYP);User group (CLASS);Transaction Code (TCODE_DEL);Automation (AUTOMATION);No. del. per SO it (NO_DEL);Year Cur.Period (LFGJA);Current Period (LFMON);Unrestricted (LABST);Quality Insp. (INSME);Trading Partner (VBUND);Order block (AUFSD);Account Group (KTOKD);Delivery block (LIFSD);Sales block (CASSD);Backlog purch. req. (BL_PURCH_REQ);Oldest PR rel.date (FRGDT_PURCH_REQ);Oldest purchase req. (BANFN_PURCH_REQ);Backlog purch. order (BL_PURCH_ORD);Oldest PO del.date (EINDT_BL_PURCH_ORD);Oldest purch. order (EBELN_BL_PURCH_ORD);Oldest PO category (BSTYP_BL_PURCH_ORD);Open purch. orders (OPEN_PURCH_ORD);Earliest PO del.date (EINDT_OPEN_PURCH_ORD);Earlistpurchorder (EBELN_OPEN_PURCH_ORD);Earliest PO category (BSTYP_OPEN_PURCH_ORD);BL plan. order 'LA' (BL_PLANNED_LA);Oldest 'LA' date (PEDTR_LA);Oldest planned order (PLNUM_LA);BL manuf. orders (BL_MANUF_ORDERS);Oldest manuf.date (DGLTS_BL_MANUF);Oldest manuf. order (AUFNR_BL_MANUF);Oldest order cat. (AUTYP_BL_MANUF);Open manuf. orders (OPEN_MANUF_ORDERS);Earliest manuf.date (DGLTS_OPEN_MANUF);Earlistmanuforder (AUFNR_OPEN_MANUF);Earlistordercat (AUTYP_OPEN_MANUF);Last insuff.stock (LAST_STOCK_ERROR_DATE)
0000057260;5000;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;5000.00;EUR;2019-11-12;2019-11-12;null;02;2019-11-12;2019-11-12;0.000;40.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000057260;5000;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;5000.00;EUR;2019-11-12;2019-11-12;null;02;2019-11-12;2019-11-12;0.000;40.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000057261;5000;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;QM7_CUST;null;;SASH_MG;000000000012116001;40.000;;X;PD;;EX;0.000;0;5000.00;EUR;2019-11-12;2019-11-12;null;02;2019-11-12;2019-11-12;0.000;40.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;23;2018-11-02;null;5;2019-03-22;null;null;0;null;null;null;20;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000057261;5000;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;5000.00;EUR;2019-11-12;2019-11-12;null;02;2019-11-12;2019-11-12;0.000;40.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000057261;5000;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;5000.00;EUR;2019-11-12;2019-11-12;null;02;2019-11-12;2019-11-12;0.000;40.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000058032;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;ALE2;0001;;;MR_CUSTMR;null;;MED_GRP1;AMED1;4.000;;X;PD;;TB;0.000;0;0.00;EUR;2019-11-12;2019-11-12;null;;2019-11-12;2019-11-11;4.000;4.000;C;;;C;0080030434;000010;2019-11-12;RAWATMED;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;9;2019-09-20;null;13;2019-09-30;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000058449;0;000010;TM42;TAN;A;null;DE;0001;null;TM42;01;01;TM42;;;SAP-DUMMY;T42_BP_HAM;null;;01;T42_PROD-S01;4.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-06;2020-02-06;null;;2020-02-20;2020-02-20;4.000;4.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;1146;2019-09-23;null;null;4;2023-03-15;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000058538;6250;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;QM7_CUST;null;;SASH_MG;000000000012116001;50.000;;X;PD;;EX;0.000;0;6250.00;EUR;2019-11-12;2019-11-12;null;02;2019-11-12;2019-11-12;0.000;50.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;23;2018-11-02;null;5;2019-03-22;null;null;0;null;null;null;20;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000058538;6250;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;QM7_CUST;null;;SASH_MG;000000000012116002;50.000;;X;PD;;EX;0.000;0;6250.00;EUR;2019-11-12;2019-11-12;null;02;2019-11-12;2019-11-12;0.000;50.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000058538;6250;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;QM7_CUST;null;;SASH_MG;000000000012116002;50.000;;X;PD;;EX;0.000;0;6250.00;EUR;2019-11-12;2019-11-12;null;02;2019-11-12;2019-11-12;0.000;50.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000058539;0;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;UTK_CUST;null;;NIKE_SHOE;UTK_GENERIC_ART001;30.000;;X;PD;;EX;0.000;0;0.00;EUR;2019-11-14;2019-11-14;null;04;2019-11-14;2019-11-14;0.000;30.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;1;2019-10-23;null;24;2019-10-15;null;null;0;null;null;null;1;2022-01-10;null;0;null;null;null;0;null;null;null;null
0000058539;0;000040;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;UTK_CUST;null;;NIKE_SHOE;UTK_GENERIC_ART002;30.000;;X;PD;;EX;0.000;0;0.00;EUR;2019-11-14;2019-11-14;null;04;2019-11-14;2019-11-14;0.000;30.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;1;2019-10-23;null;5;2019-10-31;null;null;0;null;null;null;1;2022-01-10;null;0;null;null;null;0;null;null;null;null
0000058539;0;000050;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;UTK_CUST;null;;MA_MG;UTK_GEN_ART1001;60.000;;F;PD;;EX;0.000;0;0.00;EUR;2019-11-14;2019-11-14;null;04;2019-11-14;2019-11-14;0.000;60.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;158;2019-07-08;null;260;2018-04-13;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000058539;0;000060;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;UTK_CUST;null;;MA_MG;UTK_GEN_ART1002;60.000;;F;PD;;EX;0.000;0;0.00;EUR;2019-11-14;2019-11-14;null;04;2019-11-14;2019-11-14;0.000;60.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;122;2019-07-08;null;189;2018-05-23;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000058540;6250;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;QM7_CUST;null;;SASH_MG;000000000012116001;50.000;;X;PD;;EX;0.000;0;6250.00;EUR;2019-11-14;2019-11-14;null;;2019-11-14;2019-11-15;0.000;50.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;23;2018-11-02;null;5;2019-03-22;null;null;0;null;null;null;20;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000058540;3750;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;QM7_CUST;null;;SASH_MG;000000000012116002;30.000;;X;PD;;EX;0.000;0;3750.00;EUR;2019-11-14;2019-11-14;null;;2019-11-14;2019-11-15;0.000;30.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000058540;5000;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;QM7_CUST;null;;SASH_MG;000000000012116003;40.000;;X;PD;;EX;0.000;0;5000.00;EUR;2019-11-14;2019-11-14;null;;2019-11-14;2019-11-15;0.000;40.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;8;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000058541;500;000010;OMO1;TAN;A;null;DE;F010;null;S010;S1;S3;P010;0001;;;SOB_CUST01;null;;006;OM-HAWA;5.000;;F;;;;0.000;0;500.00;EUR;2019-11-15;2019-11-15;null;;2019-11-20;2019-11-19;5.000;5.000;A;C;C;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000058754;0;000011;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;UTK_CUST;null;;MA_MG;UTK_GEN_ART1001;1.000;;F;PD;;EX;0.000;0;0.00;EUR;2019-09-30;2019-09-30;null;;2019-09-30;2019-09-30;0.000;1.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;158;2019-07-08;null;260;2018-04-13;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000058754;0;000012;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;UTK_CUST;null;;MA_MG;UTK_GEN_ART1002;1.000;;F;PD;;EX;0.000;0;0.00;EUR;2019-09-30;2019-09-30;null;;2019-09-30;2019-09-30;0.000;1.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;122;2019-07-08;null;189;2018-05-23;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000058755;0;000010;TM42;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;AFS;SAP-DUMMY;T42_BP_DUE;null;;01;T42_PROD-S01;4.000;;X;ND;;;0.000;0;0.00;EUR;2019-10-01;2019-10-01;null;;2019-10-04;2019-10-01;0.000;4.000;A;C;;C;;000000;null;null;null;null;null;null;0;2023;03;35149.000;0.000;;;KUNA;;;0;null;null;1146;2019-09-23;null;null;4;2023-03-15;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000058756;400;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;0001;P44S;;SAP-DUMMY;LBN_CUS_CL;null;;000000001;DH_TM_MAT1;2.000;;;;;;0.000;0;400.00;EUR;2019-10-01;2019-10-01;null;;2020-10-09;2020-10-09;2.000;2.000;C;;;C;0080022814;000010;2019-10-01;HAMLESCHER;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;69;2018-01-05;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000058757;0;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;US01;US01;;;0000012190;null;;004;PX1-TI-PURE-PP25KG;1.000;;X;ND;;EX;0.000;1;0.00;USD;2019-10-02;2019-10-02;null;;2019-10-02;2019-10-02;1.000;1.000;C;;;C;0080041286;000010;2019-10-02;TABAKOVPA;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;DEBI;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000058758;0;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;US01;US01;;;0000012190;null;;004;PX1-TI-PURE-UP;200.000;;X;ND;;;0.000;0;0.00;USD;2019-10-03;2019-10-03;null;;2019-10-03;2019-10-04;0.000;200.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;DEBI;;;1;2022-03-17;null;0;null;null;null;0;null;null;null;2;2019-12-05;null;124;2019-09-26;null;null;0;null;null;null;null
0000059155;0;000010;TM42;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;AFS;SAP-DUMMY;T42_BP_HAM;null;;01;T42_PROD-L01;3.000;;X;ND;;;0.000;0;0.00;EUR;2019-12-12;2019-12-12;null;;2020-01-02;2019-12-19;3.000;3.000;A;C;;C;;000000;null;null;null;null;null;null;0;2023;03;1867.000;0.000;;;KUNA;;;4;2021-10-15;null;30;2020-03-30;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064326;0;000010;TM42;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;;SAP-DUMMY;T42_BP_HAN;null;;01;T42_PROD-S01;5.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-06;2020-02-06;null;;2020-02-19;2020-02-12;5.000;5.000;C;;;C;0080036410;000010;2020-02-06;KINDERM;A;TESTER;;A;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;1146;2019-09-23;null;null;4;2023-03-15;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064326;0;000020;TM42;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;;SAP-DUMMY;T42_BP_HAN;null;;01;T42_PROD-L01;5.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-06;2020-02-06;null;;2020-02-19;2020-02-12;5.000;5.000;C;;;C;0080036410;000020;2020-02-06;KINDERM;A;TESTER;;A;1;0000;00;0.000;0.000;;;KUNA;;;4;2021-10-15;null;30;2020-03-30;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064422;0;000010;ZPAD;TAN;A;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;TMSTI1_CU1;null;;000000001;TMSTI1_FERT01;100.000;;;;;;0.000;0;0.00;EUR;2020-02-10;2020-02-10;null;;2020-02-07;2020-02-10;0.000;100.000;C;;;C;0080039298;000010;2020-02-10;BIWERS;A;TESTER;;A;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064422;0;000020;ZPAD;TAN;A;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;TMSTI1_CU1;null;;;TMSTI1_FERT02;10.000;;;;;;0.000;0;0.00;EUR;2020-02-10;2020-02-10;null;;2020-02-15;2020-02-13;10.000;10.000;C;;;C;0080041931;000020;2020-02-10;BIWERS;A;TESTER;;A;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064484;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116001;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-10;2020-02-10;null;;2020-02-10;2020-02-10;0.000;40.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;23;2018-11-02;null;5;2019-03-22;null;null;0;null;null;null;20;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064484;0;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-10;2020-02-10;null;;2020-02-10;2020-02-10;0.000;40.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064484;0;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-10;2020-02-10;null;;2020-02-10;2020-02-10;0.000;40.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064486;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116001;50.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-10;2020-02-10;null;;2020-02-10;2020-02-10;0.000;50.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;23;2018-11-02;null;5;2019-03-22;null;null;0;null;null;null;20;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064486;0;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;50.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-10;2020-02-10;null;;2020-02-10;2020-02-10;0.000;50.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064486;0;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;50.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-10;2020-02-10;null;;2020-02-10;2020-02-10;0.000;50.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064487;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116001;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-10;2020-02-10;null;;2020-02-10;2020-02-10;0.000;40.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;23;2018-11-02;null;5;2019-03-22;null;null;0;null;null;null;20;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064487;0;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-10;2020-02-10;null;;2020-02-10;2020-02-10;0.000;40.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064487;0;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-10;2020-02-10;null;;2020-02-10;2020-02-10;0.000;40.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064488;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116001;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-10;2020-02-10;null;;2020-02-10;2020-02-10;0.000;40.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;23;2018-11-02;null;5;2019-03-22;null;null;0;null;null;null;20;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064488;0;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-10;2020-02-10;null;;2020-02-10;2020-02-10;0.000;40.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064488;0;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-10;2020-02-10;null;;2020-02-10;2020-02-10;0.000;40.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064495;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;ANK_CUST_1;null;;AD_MC1;000000000000174726;1.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-10;2020-02-10;null;;2020-02-10;2020-02-11;0.000;1.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064496;73.82;000050;SRVP;TAN;A;null;US;F002;null;S002;S1;S1;P002;0001;;SAP_DUMMY;US1710PA;null;;;CTU3_AUTO_SALES;2.000;;X;;;;0.000;0;80.00;USD;2020-02-10;2020-02-10;null;;2020-02-10;2020-02-10;2.000;2.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;0001;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064497;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116001;50.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;50.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;23;2018-11-02;null;5;2019-03-22;null;null;0;null;null;null;20;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064497;0;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;50.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;50.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064497;0;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;50.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;50.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064498;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116001;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;40.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;23;2018-11-02;null;5;2019-03-22;null;null;0;null;null;null;20;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064498;0;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;40.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064498;0;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116002;40.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;40.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;9;2019-03-26;null;7;2019-03-25;null;null;0;null;null;null;17;2021-11-11;null;0;null;null;null;0;null;null;null;null
0000064499;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;QM7_CUST;null;;SASH_MG;000000000012116001;50.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-02-11;2020-02-11;null;ZQ;2020-02-11;2020-02-11;0.000;50.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;23;2018-11-02;null;5;2019-03-22;null;null;0;null;null;null;20;2021-11-11;null;0;null;null;null;0;null;null;null;null
