Order (AUFNR);Value in EUR (MV_MONVALUE_CONVERTED);Object Number (OBJNR);Order Type (AUART);Entered By (ERNAM);User Type (USTYP);User group (CLASS);Created On (ERDAT);Country/Reg. (LAND1);Company Code (BUKRS);Plant (WERKS);Business Area (GSBER);CO Area (KOKRS);Tech.Completion (IDAT2);Profit Center (PRCTR);Actual release (FTRMI);Sched. finish (GLTRS);Reservation (RSNUM);Item (RSPOS);RequirementType (BDART);Material Group (MATKL);Material (MATNR);Procurement (BESKZ);MRP Type (DISMM);ABC Indicator (MAABC);Lot Sizing Procedure (DISLS);Safety Stock (EISBE);GR Proc. Time (WEBAZ);Batch (CHARG);Plant (Reserv.) (WERKS_RESB);Location (LGORT);Deleted (XLOEK);Final Issue (KZEAR);Missing Part (XFEHL);Special Stock (SOBKZ);Reqmt Date (BDTER);Reqmt Qty (BDMNG);Qty.f.avail.chk (VMENG);Withdrawal Qty (ENMNG);Base Unit (MEINS);Withdr. Value (ENWRT);Currency (WAERS);Pegged Reqmt (BAUGR);Backflush (RGEKZ);Year Cur.Period (LFGJA);Current Period (LFMON);Unrestricted (LABST);Quality Insp. (INSME);Transaction Code (TCODE2);Material Doc. (MBLNR);Mat. Doc. Year (MJAHR);Trans. Ev. Type (VGART);Document Type (BLART);Document Date (BLDAT);Posting Date (BUDAT);Entered On (CPUDT);User Name (USNAM);Quantity (MENGE);Unit (GI) (MEINS_MSEG);Quantity in UnE (ERFMG);Unit of Entry (ERFME);Backlog purch. req. (BL_PURCH_REQ);Oldest PR rel.date (FRGDT_PURCH_REQ);Oldest purchase req. (BANFN_PURCH_REQ);Backlog purch. order (BL_PURCH_ORD);Oldest PO del.date (EINDT_BL_PURCH_ORD);Oldest purch. order (EBELN_BL_PURCH_ORD);Oldest PO category (BSTYP_BL_PURCH_ORD);Open purch. orders (OPEN_PURCH_ORD);EaliestPOdeldate (EINDT_OPEN_PURCH_ORD);Earlistpurchorder (EBELN_OPEN_PURCH_ORD);Earliest PO category (BSTYP_OPEN_PURCH_ORD);BL plan. order 'LA' (BL_PLANNED_LA);Oldest 'LA' date (PEDTR_LA);Oldest planned order (PLNUM_LA);BL manuf. orders (BL_MANUF_ORDERS);Oldest manuf.date (DGLTS_BL_MANUF);Oldest manuf. order (AUFNR_BL_MANUF);Oldest order cat. (AUTYP_BL_MANUF);Open manuf. orders (OPEN_MANUF_ORDERS);Earliest manuf.date (DGLTS_OPEN_MANUF);Earlistmanuforder (AUFNR_OPEN_MANUF);Earlistordercat (AUTYP_OPEN_MANUF);Conf. error w. GM (COGI_ERROR)
000001931304;0;OR000001931304;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949121;0001;AR;02;MES_COMP01_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;10.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;31160.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;6;2022-03-01;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931304;0;OR000001931304;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949121;0002;AR;02;MES_COMP02_BATCH_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;20.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;02;79985.700;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931304;0;OR000001931304;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949121;0003;AR;02;MES_COMP01_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;30.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;31160.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;6;2022-03-01;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931304;0;OR000001931304;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949121;0004;AR;02;MES_COMP04_CROSS;E;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;20.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;78931.480;2.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;8;2022-02-23;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931304;0;OR000001931304;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949121;0005;AR;02;MES_COMP05_BATCH_CROSS;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;20.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;80048.800;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931304;0;OR000001931304;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949121;0006;AR;02;MES_COMP06_SN_CROSS;F;ND;;FX;0.000;1;;PL09;AFS;;;;;2022-05-09;20.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;1981.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931304;0;OR000001931304;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949121;0007;AR;02;MES_COMP01_NOT_MESREL_01;X;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;10.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;300.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931305;0;OR000001931305;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949122;0001;AR;02;MES_COMP01_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;10.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;31160.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;6;2022-03-01;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931305;0;OR000001931305;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949122;0002;AR;02;MES_COMP02_BATCH_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;20.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;02;79985.700;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931305;0;OR000001931305;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949122;0003;AR;02;MES_COMP01_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;30.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;31160.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;6;2022-03-01;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931305;0;OR000001931305;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949122;0004;AR;02;MES_COMP04_CROSS;E;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;20.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;78931.480;2.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;8;2022-02-23;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931305;0;OR000001931305;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949122;0005;AR;02;MES_COMP05_BATCH_CROSS;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;20.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;80048.800;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931305;0;OR000001931305;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949122;0006;AR;02;MES_COMP06_SN_CROSS;F;ND;;FX;0.000;1;;PL09;AFS;;;;;2022-05-09;20.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;1981.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931305;0;OR000001931305;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949122;0007;AR;02;MES_COMP01_NOT_MESREL_01;X;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;10.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;300.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931306;0;OR000001931306;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949125;0001;AR;02;MES_COMP01_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;10.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;31160.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;6;2022-03-01;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931306;0;OR000001931306;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949125;0002;AR;02;MES_COMP02_BATCH_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;20.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;02;79985.700;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931306;0;OR000001931306;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949125;0003;AR;02;MES_COMP01_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;30.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;31160.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;6;2022-03-01;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931306;0;OR000001931306;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949125;0004;AR;02;MES_COMP04_CROSS;E;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;20.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;78931.480;2.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;8;2022-02-23;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931306;0;OR000001931306;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949125;0005;AR;02;MES_COMP05_BATCH_CROSS;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;20.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;80048.800;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931306;0;OR000001931306;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949125;0006;AR;02;MES_COMP06_SN_CROSS;F;ND;;FX;0.000;1;;PL09;AFS;;;;;2022-05-09;20.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;1981.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931306;0;OR000001931306;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949125;0007;AR;02;MES_COMP01_NOT_MESREL_01;X;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;10.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;300.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931308;0;OR000001931308;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-19;0003949168;0001;AR;02;MES_COMP01_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;1.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;31160.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;6;2022-03-01;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931308;0;OR000001931308;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-19;0003949168;0002;AR;02;MES_COMP02_BATCH_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;2.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;02;79985.700;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931308;0;OR000001931308;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-19;0003949168;0003;AR;02;MES_COMP01_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;3.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;31160.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;6;2022-03-01;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931308;0;OR000001931308;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-19;0003949168;0004;AR;02;MES_COMP04_CROSS;E;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;2.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;78931.480;2.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;8;2022-02-23;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931308;0;OR000001931308;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-19;0003949168;0005;AR;02;MES_COMP05_BATCH_CROSS;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;2.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;80048.800;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931308;0;OR000001931308;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-19;0003949168;0006;AR;02;MES_COMP06_SN_CROSS;F;ND;;FX;0.000;1;;PL09;AFS;;;;;2022-05-09;2.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;1981.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931308;0;OR000001931308;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-19;0003949168;0007;AR;02;MES_COMP01_NOT_MESREL_01;X;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;1.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;300.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931312;0;OR000001931312;PI01;PANYI0;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949174;0002;AR;02;MES_COMP01_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;16.000;0.000;0.000;ST;0.00;EUR;MES_FG_03_BATCH_PI;;2022;05;31160.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;6;2022-03-01;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931312;0;OR000001931312;PI01;PANYI0;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949174;0003;AR;02;MES_COMP02_BATCH_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;16.000;0.000;0.000;ST;0.00;EUR;MES_FG_03_BATCH_PI;;2022;02;79985.700;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931312;0;OR000001931312;PI01;PANYI0;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949174;0004;AR;02;MES_COMP03_SN_SINGLE;F;ND;;FX;0.000;1;;PL09;AFS;;;;;2022-05-09;16.000;0.000;0.000;ST;0.00;EUR;MES_FG_03_BATCH_PI;;2022;05;1996.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931312;40;OR000001931312;PI01;PANYI0;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949174;0005;AR;02;MES_COMP04_CROSS;E;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;32.000;0.000;4.000;ST;40.00;EUR;MES_FG_03_BATCH_PI;;2022;05;78931.480;2.000;MB1A;4900480680;2022;WA;WA;2022-05-09;2022-05-09;2022-05-09;DMCTESTER;1.000;ST;1.000;ST;8;2022-02-23;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931312;0;OR000001931312;PI01;PANYI0;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949174;0006;AR;02;MES_COMP05_BATCH_CROSS;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;32.000;0.000;0.000;ST;0.00;EUR;MES_FG_03_BATCH_PI;;2022;05;80048.800;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931312;0;OR000001931312;PI01;PANYI0;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949174;0007;AR;02;MES_COMP06_SN_CROSS;F;ND;;FX;0.000;1;;PL09;AFS;;;;;2022-05-09;48.000;0.000;0.000;ST;0.00;EUR;MES_FG_03_BATCH_PI;;2022;05;1981.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931312;0;OR000001931312;PI01;PANYI0;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-09;0003949174;0008;AR;02;MES_COMP07_BATCH_SN;X;ND;;FX;0.000;1;;PL09;AFS;;;;;2022-05-09;48.000;0.000;0.000;ST;0.00;EUR;MES_FG_03_BATCH_PI;;2022;05;1995.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931316;0;OR000001931316;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-19;0003949179;0001;AR;02;MES_COMP01_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;1.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;31160.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;6;2022-03-01;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931316;0;OR000001931316;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-19;0003949179;0002;AR;02;MES_COMP02_BATCH_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;2.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;02;79985.700;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931316;0;OR000001931316;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-19;0003949179;0003;AR;02;MES_COMP01_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;3.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;31160.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;6;2022-03-01;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931316;0;OR000001931316;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-19;0003949179;0004;AR;02;MES_COMP04_CROSS;E;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;2.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;78931.480;2.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;8;2022-02-23;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931316;0;OR000001931316;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-19;0003949179;0005;AR;02;MES_COMP05_BATCH_CROSS;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;2.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;80048.800;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931316;0;OR000001931316;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-19;0003949179;0006;AR;02;MES_COMP06_SN_CROSS;F;ND;;FX;0.000;1;;PL09;AFS;;;;;2022-05-09;2.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;1981.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931316;0;OR000001931316;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-19;0003949179;0007;AR;02;MES_COMP01_NOT_MESREL_01;X;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;1.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;300.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931318;0;OR000001931318;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-19;0003949180;0001;AR;02;MES_COMP01_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;1.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;31160.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;6;2022-03-01;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931318;0;OR000001931318;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-19;0003949180;0002;AR;02;MES_COMP02_BATCH_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;2.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;02;79985.700;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931318;0;OR000001931318;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-19;0003949180;0003;AR;02;MES_COMP01_SINGLE;F;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;3.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;31160.000;0.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;6;2022-03-01;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
000001931318;0;OR000001931318;PI01;NIEME;A;TESTER;2022-05-09;DE;0001;PL09;;0001;null;SAP-DUMMY;2022-05-09;2022-05-19;0003949180;0004;AR;02;MES_COMP04_CROSS;E;ND;;;0.000;0;;PL09;AFS;;;;;2022-05-09;2.000;0.000;0.000;ST;0.00;EUR;MES_FG_SH6_BATCH_PI;;2022;05;78931.480;2.000;null;;0000;null;null;null;null;null;null;0.000;;0.000;;8;2022-02-23;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;
